length,avg_views
714.0,7279.111111111111
2077.0,3259.0
1033.0,4078.181818181818
1575.0,448.6666666666667
2679.0,93401.25
2098.0,671.0
3599.0,800.25
286.0,9738.075904677846
364.0,7438.590521327014
550.0,8597.916058394161
1582.0,5193.25
1081.0,12029.083333333334
1331.0,21762.166666666668
769.0,10028.133333333333
1735.0,20780.0
1393.0,31509.25
3044.0,656.0
2854.0,529.0
1673.0,2048.5
18.0,4744.494440662582
362.0,8826.880373831777
729.0,35173.42857142857
1512.0,4882.0
1315.0,4818.166666666667
3039.0,544.5
803.0,9523.4
1680.0,708.0
1790.0,844.25
281.0,8910.163420829806
64.0,9734.364386792453
82.0,7849.004362729823
332.0,8542.621301775149
425.0,7879.984455958549
331.0,7889.768483943241
1521.0,1719.0
1767.0,151.0
1626.0,2308.5
3376.0,2211.0
1613.0,488.0
4097.0,1257.0
308.0,18074.891011235955
107.0,8070.878787878788
2812.0,9800.5
2451.0,468.5
1157.0,12617.875
1061.0,3052.2727272727275
3492.0,2700.5
47.0,7422.379533989911
181.0,9844.328804347826
500.0,13690.59076433121
1954.0,4830.0
692.0,12834.346153846154
3145.0,82.0
1438.0,10553.857142857143
1191.0,7301.2
1684.0,7659.142857142857
1479.0,72993.57142857143
3581.0,1909.0
360.0,45099.17419354839
547.0,8503.213261648745
697.0,9824.222222222223
797.0,3662.076923076923
1898.0,2438.0
2419.0,2675.0
911.0,20899.875
970.0,9043.625
6500.0,343.0
1079.0,17343.0
2603.0,2906.0
324.0,10980.584854631508
9.0,3232.0267077555213
798.0,2229.875
2195.0,19286.666666666668
1373.0,19165.083333333332
1021.0,19896.5
1534.0,3617.5
3635.0,44231.0
3458.0,524.0
101.0,7555.925430210325
58.0,7759.887209564629
510.0,6209.415672913117
224.0,10039.374175545408
615.0,21112.577777777777
411.0,6937.36389280677
453.0,7084.039518900344
1540.0,29680.375
1607.0,17086.0
1635.0,765.2857142857143
1283.0,37735.375
969.0,5475.846153846154
1103.0,3834.7272727272725
2441.0,13799.0
4641.0,503.0
546.0,9462.014925373134
537.0,9281.83888888889
688.0,12940.153846153846
3325.0,1436.0
1057.0,5638.5
1066.0,7592.125
4356.0,1317.0
3516.0,1853.5
4137.0,238.0
3543.0,2914.0
504.0,12059.027538726334
39.0,7779.2762465811065
132.0,8133.708290333678
5.0,2229.3632154882157
542.0,7472.524916943522
3628.0,43589.0
959.0,3230.9473684210525
4808.0,12588.0
239.0,12263.177372962607
144.0,8502.019337921993
3142.0,1741.5
1056.0,2781.222222222222
1139.0,26423.41176470588
3175.0,510.0
3595.0,1461.5
1496.0,613.0
2435.0,980.0
2101.0,405.6
30.0,9102.865472636817
274.0,9415.914819136522
17.0,4121.969029760465
379.0,10611.219206680584
530.0,9709.68275862069
1115.0,9100.4
1378.0,26758.6
1046.0,9069.4
3449.0,14142.0
1185.0,17733.272727272728
2691.0,8565.333333333334
1979.0,7266.666666666667
2834.0,12998.0
2035.0,643.5
2517.0,7659.857142857143
105.0,9927.93717754173
196.0,13660.67345844504
353.0,8988.082936129647
318.0,11067.829202947087
603.0,10613.045454545454
2490.0,32751.5
2297.0,4846.666666666667
1390.0,16565.714285714286
3537.0,1.0
180.0,8017.08466029724
117.0,10942.545690213869
163.0,8044.618040873855
190.0,10925.374810778081
301.0,9598.586132177681
183.0,12564.395047509357
441.0,10071.048710601719
2010.0,12985.4
768.0,9709.57142857143
1715.0,2424.0
1429.0,21506.1
247.0,12206.698914728682
270.0,11475.648535564853
1343.0,20294.714285714286
1423.0,5023.333333333333
3266.0,53.0
2253.0,1332.0
2115.0,771.5
1789.0,17205.333333333332
1712.0,3413.9166666666665
1091.0,15998.866666666667
5529.0,29784.0
187.0,10496.836578009323
102.0,9426.235687022901
1119.0,27097.6
448.0,9573.939628482973
2819.0,10985.75
1208.0,13503.90909090909
2457.0,17955.0
2631.0,2900.0
143.0,10259.502024291498
540.0,8523.843537414967
833.0,19384.333333333332
882.0,3397.8571428571427
1293.0,4550.375
1194.0,6408.363636363636
1211.0,32925.333333333336
876.0,4630.928571428572
189.0,11031.338415464199
273.0,10316.683326974437
703.0,16852.344827586207
371.0,9356.881578947368
1369.0,47387.166666666664
1853.0,84330.0
14959.0,5917.0
90.0,8479.18895221394
354.0,8006.730077120823
405.0,7361.557553956834
526.0,6929.4502617801045
419.0,7486.148603351955
501.0,9968.112903225807
829.0,9672.758620689656
827.0,5905.913043478261
1322.0,6555.545454545455
1285.0,12912.375
847.0,12286.0
1432.0,55102.42857142857
881.0,6368.176470588235
1412.0,4632.666666666667
992.0,3480.6666666666665
975.0,6252.2
4424.0,2528.0
1589.0,4860.0
26.0,5021.624066953178
261.0,9026.43896633798
536.0,7902.0845323741005
487.0,7300.463768115942
602.0,11350.101952277657
1070.0,23292.285714285714
1543.0,3484.8333333333335
2763.0,12711.5
1088.0,68193.66666666667
1325.0,24172.166666666668
1798.0,2601.4444444444443
601.0,11242.50831792976
3851.0,65.0
113.0,8773.238063439065
449.0,9927.196454948302
404.0,11308.292712066906
964.0,2111.8888888888887
1025.0,6593.75
1342.0,14156.454545454546
1925.0,23413.666666666668
2395.0,355.0
256.0,9938.795381654907
378.0,8924.748962655602
1100.0,2710.6666666666665
1147.0,1636.8333333333333
2119.0,711.3333333333334
1922.0,673.5
2773.0,5583.0
559.0,7341.597087378641
41.0,6021.498827941866
175.0,10032.458630306786
460.0,9501.609212481426
285.0,10497.98685363716
485.0,8154.274961597543
1071.0,878.4285714285714
1114.0,3826.181818181818
2301.0,1848.6666666666667
981.0,20290.833333333332
918.0,6051.0
2137.0,98.0
6685.0,2090.0
255.0,11336.333952336738
1152.0,1737.142857142857
1446.0,40161.28571428572
2589.0,13704.5
1337.0,4252.4
86.0,9658.099320882853
173.0,9230.205938697318
529.0,7872.96936936937
1771.0,18630.0
1858.0,7142.5
1306.0,9037.875
805.0,9646.214285714286
752.0,11429.931034482759
1704.0,1198.857142857143
1361.0,8797.363636363636
1672.0,1032.0
1174.0,15202.23076923077
880.0,4526.125
4817.0,9767.0
731.0,2932.7894736842104
1945.0,24551.0
1888.0,119.0
4377.0,1093.0
99.0,8499.627174565087
385.0,7724.7524429967425
632.0,8204.07423580786
91.0,8699.177000819449
457.0,7620.6736842105265
647.0,9791.917525773197
1535.0,19217.3
1867.0,15089.0
1541.0,54681.57142857143
3887.0,36389.0
1855.0,1092.6666666666667
174.0,9003.537685272784
552.0,13595.125217391304
445.0,10372.706336939722
1686.0,1863.0
834.0,2338.6923076923076
2711.0,11604.5
853.0,7506.1578947368425
976.0,15674.0
3428.0,2018.0
2955.0,4060.0
5941.0,825.0
860.0,5235.315789473684
29.0,7041.748575259806
214.0,11607.582483660131
576.0,10190.278860569715
549.0,8034.736283185841
483.0,7516.620637329287
621.0,12185.436681222707
3575.0,47143.0
1032.0,9929.75
892.0,12027.722222222223
867.0,6975.764705882353
1210.0,26572.8
1391.0,11852.875
1843.0,13436.2
305.0,9640.584474885845
217.0,14868.799797005837
118.0,7930.700298705609
1253.0,7691.857142857143
3958.0,6507.5
1317.0,3792.9
1364.0,16464.555555555555
2084.0,6986.0
2515.0,761.0
2422.0,309.0
570.0,7585.063049853373
134.0,12637.81827242525
1396.0,7488.375
1963.0,1884.75
1517.0,15725.333333333334
931.0,7858.888888888889
2417.0,167.5
2864.0,6187.0
2360.0,3842.6
294.0,9918.43713904931
219.0,15025.441435020195
592.0,8237.51923076923
415.0,10913.957123098202
577.0,7992.067064083458
423.0,10701.883963494132
440.0,9068.122699386504
687.0,2733.1666666666665
1246.0,10567.133333333333
1956.0,4232.0
2582.0,3863.0
2215.0,2424.6666666666665
254.0,9271.222746022393
229.0,10627.461233130458
320.0,20983.53818400481
350.0,7887.207879295893
424.0,8943.155102040817
516.0,9206.88392857143
428.0,7640.229577464789
408.0,7658.669201520913
494.0,9648.929738562092
3617.0,1428.0
3571.0,545.0
5620.0,561.0
3310.0,258.6666666666667
15076.0,2703.0
201.0,10358.28800856531
528.0,8244.628571428571
623.0,11847.09375
2728.0,816.3333333333334
1590.0,3959.6666666666665
1660.0,2778.2
2790.0,345.0
3823.0,1088.0
1910.0,3078.0
7575.0,3544.0
23.0,4583.721059972106
89.0,9615.663797839223
1464.0,31139.58823529412
757.0,1355.388888888889
1481.0,10971.0
1687.0,1974.0
2278.0,417.0
748.0,5518.521739130435
766.0,6555.6
2327.0,4313.0
1048.0,21018.0
197.0,10373.064230045688
110.0,9478.037784181877
277.0,10202.647853736089
222.0,13491.149832947829
317.0,7370.718689788054
2361.0,3598.5
1259.0,5975.6
837.0,9293.0
1411.0,137933.0
1270.0,12796.5
1019.0,16230.5
1983.0,2794.0
3224.0,8889.0
554.0,8367.497023809523
741.0,17428.625
1476.0,48607.21428571428
1227.0,18004.53846153846
1095.0,12254.833333333334
1480.0,9449.5
1484.0,15245.666666666666
1334.0,6874.714285714285
3185.0,81.0
618.0,7552.458498023715
802.0,5461.2
982.0,2404.0
5617.0,202.0
116.0,8956.482585398526
1497.0,5604.333333333333
946.0,26576.833333333332
665.0,3174.5
968.0,1468.857142857143
1587.0,26667.5
2445.0,74707.8
1939.0,2920.0
1173.0,7460.5
192.0,12022.412202807218
263.0,10151.361263293587
609.0,10902.834757834758
477.0,9928.676948051949
624.0,10447.490196078432
675.0,45594.392857142855
1266.0,1528.5
994.0,2727.8571428571427
1810.0,130171.5
1436.0,26169.875
1509.0,1870.0
3380.0,1350.0
2601.0,1293.0
1657.0,2069.125
124.0,9303.247895229186
100.0,15297.635080645161
97.0,10802.541542139868
622.0,10558.624
1677.0,3764.1
1240.0,1779.9
794.0,8231.157894736842
1652.0,1464.5
1982.0,7059.5
3103.0,39609.0
3715.0,29439.0
314.0,8291.053317535545
148.0,10684.195545365215
11.0,5117.45138339921
299.0,14076.285348922178
920.0,3010.6470588235293
2285.0,13636.5
1755.0,2717.6666666666665
2530.0,1632.0
1501.0,25438.545454545456
3459.0,1150.0
1801.0,7305.125
4061.0,1946.0
67.0,9720.101901140684
271.0,11074.717156680312
361.0,8400.310564663023
595.0,6334.43019135365
811.0,17025.0
668.0,7459.272727272727
746.0,21104.21052631579
1639.0,3997.3333333333335
1500.0,33719.583333333336
2710.0,1562.5
2969.0,383.0
1520.0,759.0
2161.0,494.5
137.0,10160.337566137567
49.0,7117.529094033882
269.0,16132.916441136671
681.0,15296.814814814816
726.0,8216.363636363636
1304.0,8575.0
2645.0,12422.0
7.0,1916.0810152990264
386.0,8788.794816414687
1272.0,1342.857142857143
904.0,2592.9333333333334
1538.0,4485.166666666667
2024.0,1234.5
1287.0,1919.857142857143
2284.0,967.0
468.0,8450.483357452968
2.0,2234.7466666666664
716.0,12132.862068965518
701.0,4995.96
2954.0,72.0
1675.0,1853.0
942.0,1165.3333333333333
1588.0,4908.285714285715
2649.0,38623.0
1188.0,7434.0
836.0,2633.9444444444443
2898.0,305529.0
1491.0,246347.44444444444
3308.0,1809.0
2605.0,960.5
151.0,10326.924252717392
492.0,8074.591800356507
588.0,11642.628117913831
5850.0,37.0
1700.0,7766.0
6140.0,96.0
417.0,8386.73116883117
698.0,13259.851851851852
329.0,7520.689170182841
658.0,10678.592592592593
2648.0,153.0
2560.0,447.0
1447.0,9336.111111111111
1602.0,1353.6666666666667
3476.0,1123.0
2424.0,17715.0
2111.0,2003.6
531.0,8664.405769230769
4285.0,509.0
56.0,7336.411055505005
589.0,8771.714013346043
957.0,5259.8125
642.0,8638.25888324873
728.0,7789.896551724138
1580.0,17841.8
1231.0,12361.714285714286
266.0,10577.594034194253
518.0,8664.634
435.0,7919.450724637682
1219.0,25350.0
913.0,10176.0
2706.0,73160.5
690.0,1775.2142857142858
932.0,12908.818181818182
1296.0,14171.5
3971.0,20516.0
1664.0,6694.428571428572
1952.0,47791.5
225.0,13241.378266178266
1250.0,6698.111111111111
202.0,10281.586179080397
14.0,5250.300900900901
348.0,9576.32075471698
1335.0,17421.333333333332
1252.0,11940.59090909091
1375.0,14432.333333333334
1271.0,1740.111111111111
2697.0,23314.285714285714
1341.0,2520.875
740.0,9197.619047619048
737.0,1995.7619047619048
288.0,10063.54979348325
54.0,8783.862410294481
394.0,6734.908200734394
643.0,9131.449704142013
429.0,7859.4056987788335
648.0,9911.844036697248
972.0,7863.333333333333
792.0,11229.78947368421
1800.0,4733.384615384615
855.0,17787.846153846152
1232.0,14256.0
3549.0,287.0
1528.0,19081.333333333332
1381.0,75408.0
1616.0,11399.75
535.0,7110.922807017544
509.0,9719.50796460177
1030.0,2338.375
628.0,12540.713615023475
569.0,16720.43328335832
1640.0,366.14285714285717
1299.0,18297.285714285714
9976.0,572.5
1895.0,7455.0
2783.0,304.0
21.0,4941.9542628774425
3.0,3843.295633500358
1490.0,29795.555555555555
1136.0,2989.25
1553.0,2881.75
1739610.0,572.0
228.0,10763.284289276808
293.0,9255.824181117534
345.0,13184.179421768707
249.0,9947.575593627893
1676.0,1183.0
1782.0,1557.0
952.0,2003.4
3521.0,2819.0
821.0,5141.083333333333
1846.0,15073.0
4322.0,592.0
6769.0,1735.0
179.0,9626.335452322739
578.0,7349.646604938272
359.0,15495.081992337166
1129.0,1489.142857142857
774.0,7646.761904761905
1448.0,18673.428571428572
775.0,16835.5
2565.0,1146.0
1065.0,8236.75
574.0,8760.912363067293
392.0,8503.155902004455
211.0,12202.903709349594
194.0,14087.61377084454
55.0,7748.075215460956
2436.0,11688.333333333334
1130.0,5680.1
2644.0,2141.0
839.0,23810.066666666666
1007.0,5966.888888888889
6950.0,72329.0
3600.0,464.0
1957.0,2556.0
2180.0,6909.5
343.0,10577.420435510889
1769.0,1601.0
715.0,3252.9583333333335
1499.0,36287.4
1746.0,6520.0
1581.0,2564.0
1519.0,14419.333333333334
598.0,8001.2855983772815
262.0,11448.471065631617
38.0,5953.720513387918
764.0,6293.294117647059
1845.0,39442.5
5334.0,117100.0
474.0,7886.15303030303
1050.0,2961.625
1156.0,27653.916666666668
1452.0,14449.57142857143
785.0,3348.684210526316
1409.0,17997.30769230769
